nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id,nama_kelurahan,nama_kecamatan,nama_kota
sumber alfaria trijaya. pt (alfamart),5,2,-6.2969033,106.8410754,"jl. tanjung barat, rt. 012 rw. 004, pasar minggu, rt.3/rw.4, tj. bar., kota jakarta selatan",ChIJ8zwCzAryaS4RkFLYkvqVhtw,Alfamart,ChIJ8zwCzAryaS4RkFLYkvqVhtw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart,4,25,-6.304667,106.8503666,"1, jl. rancho indah kel no.7, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJVdAdII_taS4Rb872ygOcjfw,Alfamart,ChIJVdAdII_taS4Rb872ygOcjfw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
west tanjung nangka alfamart,4.2,10,-6.3047898,106.8422906,"jl. nangka raya no.10, rt.11/rw.4, tj. bar., kota jakarta selatan",ChIJXUNCuIztaS4RQ6Z_2mFx3Mk,Alfamart,ChIJXUNCuIztaS4RQ6Z_2mFx3Mk,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart tb.simatupang 3,4.3,275,-6.3039748,106.8430684,"jalan tb. simatupang, rt.11/rw.4, tj. bar., kota jakarta selatan",ChIJ76qqqo3taS4RydX_XeSQfH8,Alfamart,ChIJ76qqqo3taS4RydX_XeSQfH8,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret,4.5,2,-6.2550721,106.7974134,"jl. darmawangsa raya no.125, rt.2, rt.2/rw.1, pulo, kota jakarta selatan",ChIJwX02iFLxaS4RMQgSCQVBeVQ,Indomaret,ChIJwX02iFLxaS4RMQgSCQVBeVQ,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret panglima polim - blok a,4,29,-6.2576762,106.7967995,"jl. rs. fatmawati raya no.1, gandaria utara, kota jakarta selatan",ChIJCZIzrZ_xaS4RiJX_wvOeaH4,Indomaret,ChIJCZIzrZ_xaS4RiJX_wvOeaH4,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.6,43,-6.2627085,106.7887445,"jl. radio dalam raya no.12a, rt.7/rw.10, gandaria utara, kota jakarta selatan",ChIJvygfS6HxaS4RL3sTDNNU6fY,Indomaret,ChIJvygfS6HxaS4RL3sTDNNU6fY,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret petogogan (tb49),4.2,24,-6.2545618,106.7958583,"jl. petogogan ii no.18, rt.9/rw.5, pulo, kota jakarta selatan",ChIJperbNA3xaS4R4zKGAs61CVs,Indomaret,ChIJperbNA3xaS4R4zKGAs61CVs,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret grand wijaya. t98c,4.2,55,-6.2532473,106.7993526,"grand wijaya blok b10, jl. wijaya ii, rt.6/rw.1, pulo, kota jakarta selatan",ChIJT8Q48HPxaS4RHGBGXmOUqp0,Indomaret,ChIJT8Q48HPxaS4RHGBGXmOUqp0,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret,0,0,-6.26411,106.7988205,"pqpx+9g4, unnamed road, rt.1/rw.5, north cipete, south jakarta city",ChIJF69gRyfxaS4R72RSYGIDZyU,Indomaret,ChIJF69gRyfxaS4R72RSYGIDZyU,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret duta mas fatmawati,4.5,62,-6.2633519,106.7986876,"jl. rs. fatmawati raya no.15, rw.5, cipete utara, kota jakarta selatan",ChIJAQAAAJ3xaS4R3VfdB1vHqnw,Indomaret,ChIJAQAAAJ3xaS4R3VfdB1vHqnw,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret panglima polim 125b t3pi,4,5,-6.2550595,106.7974126,"jl. panglima polim no.125a, rt.2/rw.1, pulo, kota jakarta selatan",ChIJb-Coe5PxaS4Rq13QTJ2nq04,Indomaret,ChIJb-Coe5PxaS4Rq13QTJ2nq04,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret radio dalam 2,4.4,116,-6.2557519,106.790021,"jl. bri radio dalam no.83, rt.1/rw.8, gandaria utara, kota jakarta selatan",ChIJS-XZvAvxaS4R0DsvIJwCgMs,Indomaret,ChIJS-XZvAvxaS4R0DsvIJwCgMs,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret radio dalam. t06c,4.2,18,-6.2523025,106.7913861,"jl. radio dalam raya blok haji hamali no.22, rt.1/rw.9, gandaria utara, kota jakarta selatan",ChIJD3ss9gzxaS4RA85t5OGeHsk,Indomaret,ChIJD3ss9gzxaS4RA85t5OGeHsk,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
haji indomaret enting. {ts90},3.3,20,-6.2579731,106.8006317,"gg. h. enting no.1, rt.10/rw.1, cipete utara, kota jakarta selatan",ChIJDwH5C3bxaS4RcxF4-cn7X5g,Indomaret,ChIJDwH5C3bxaS4RcxF4-cn7X5g,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret damai fatmawati. fq84,4.1,36,-6.2600751,106.7970731,"jl. damai raya no.6, rt.1/rw.5, north cipete, south jakarta city",ChIJXw0Sy5_xaS4RW8YkG7Tx-_8,Indomaret,ChIJXw0Sy5_xaS4RW8YkG7Tx-_8,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret damai f561,4.5,140,-6.2620838,106.8056991,"jl. h. jian no.81, rt.1/rw.7, cipete utara, kota jakarta selatan",ChIJPUjazZzxaS4RUSIDkidVSQg,Indomaret,ChIJPUjazZzxaS4RUSIDkidVSQg,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
"indomaret, blok m square",4,1,-6.2443244,106.7993778,"jl. melawai 6 no.3, rw.1, melawai, kota jakarta selatan",ChIJp6k1jNPxaS4RsvpHlCJjam4,Indomaret,ChIJp6k1jNPxaS4RsvpHlCJjam4,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret melawai iv no 52,5,2,-6.2454911,106.80124,"3, jl. melawai iv no.52, rw.1, melawai, kota jakarta selatan",ChIJaWy44RjxaS4RORWqDRtDtk0,Indomaret,ChIJaWy44RjxaS4RORWqDRtDtk0,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret hasanudin 57,4,4,-6.2425243,106.8022062,"jl. sultan hasanudin no.53, rt.2/rw.1, melawai, kota jakarta selatan",ChIJ-ZfljI_xaS4RYqEvAOKUxi0,Indomaret,ChIJ-ZfljI_xaS4RYqEvAOKUxi0,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4,1,-6.2460531,106.8074507,"jl. wijaya iv no.73, rt.10/rw.1, petogogan, kota jakarta selatan",ChIJLaYz6kXxaS4R23ofLaT83us,Indomaret,ChIJLaYz6kXxaS4R23ofLaT83us,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.1,57,-6.2483714,106.7903916,"jl. gandaria 1 no.67, rt.2/rw.8, kramat pela, kota jakarta selatan",ChIJXUBFcBLxaS4RdvT3g4SaRRs,Indomaret,ChIJXUBFcBLxaS4RdvT3g4SaRRs,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
indomaret gandaria1,4.7,7,-6.2484603,106.7904931,"jl. jatayu no.24, rt.2/rw.3, kramat pela, kota jakarta selatan",ChIJy45QPxLxaS4RZEV6XxuVfK0,Indomaret,ChIJy45QPxLxaS4RZEV6XxuVfK0,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
indomaret petogogan,4.2,21,-6.2503084,106.7941812,"jl. petogogan no.18, gandaria utara, kebayoran baru, pulo, rt.11/rw.7, rt.11/rw.7, pulo, kota jakarta selatan",ChIJ94ljMXPxaS4RH5R1BnmpJP8,Indomaret,ChIJ94ljMXPxaS4RH5R1BnmpJP8,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret melawai 6 no. 17,0,0,-6.2443244,106.7993621,"jl. melawai 6 no.17, rt.3/rw.1, melawai, kota jakarta selatan",ChIJZXQ3b1nxaS4RBDCbFsM3GfE,Indomaret,ChIJZXQ3b1nxaS4RBDCbFsM3GfE,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret kh ahcmad dahlan. {twxj},4.1,27,-6.2458778,106.7920332,"qq3r+jrr, jalan kh. achmad dahlan, rt.3/rw.1, kramat pela, kota jakarta selatan",ChIJuxnwDxPxaS4R4BeT2kbalvE,Indomaret,ChIJuxnwDxPxaS4R4BeT2kbalvE,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
indomaret melawai,4.4,110,-6.2460818,106.7998046,"jl. melawai raya no.17 melawai, kebayoran lama, rt.2/rw.1, melawai, south jakarta city",ChIJq2YU5W7xaS4RKF6o-6Mc-uA,Indomaret,ChIJq2YU5W7xaS4RKF6o-6Mc-uA,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret fave melawai (fm6s),0,0,-6.2444214,106.8015382,"jl. melawai iv no.3-11, rt.3/rw.1, melawai, kota jakarta selatan",ChIJZ_9u5ZDxaS4RtzyeEc5s00A,Indomaret,ChIJZ_9u5ZDxaS4RtzyeEc5s00A,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret panglima polim 106,4.7,29,-6.2476908,106.7976133,"jl. panglima polim no.107, rw.5, b-c, kota jakarta selatan",ChIJI3U5C2XxaS4RdRRpbU-heos,Indomaret,ChIJI3U5C2XxaS4RdRRpbU-heos,Pulo,Kebayoran Baru,Kota Jakarta Selatan
indomaret cikajang. f4o3,3.8,33,-6.2394178,106.8107532,"1, jl. cikajang no.1, rt.1/rw.5, petogogan, kota jakarta selatan",ChIJC8mjQGfxaS4RkOquMhj4bMM,Indomaret,ChIJC8mjQGfxaS4RkOquMhj4bMM,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
indomaret dan fotocopi,5,1,-6.2393471,106.8107088,"qr66+777, rt.1/rw.5, petogogan, south jakarta city",ChIJeSJcQGfxaS4RjSDS5V3D1ZY,Indomaret,ChIJeSJcQGfxaS4RjSDS5V3D1ZY,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.6,23,-6.2407877,106.7915935,"jl. tebah ii no.29, rt.13/rw.3, gunung, kota jakarta selatan",ChIJS27Tds_xaS4R_ZcfY1bc7Eo,Indomaret,ChIJS27Tds_xaS4R_ZcfY1bc7Eo,Gunung,Kebayoran Baru,Kota Jakarta Selatan
indomaret birah senayan,4.1,168,-6.2353007,106.8152731,"no.13, jl. birah i no.1, rt.5/rw.6, rw. bar., kota jakarta selatan",ChIJkYWOBl_xaS4RmTTy6oeqFXc,Indomaret,ChIJkYWOBl_xaS4RmTTy6oeqFXc,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan
indomaret direktorat jenderal pajak,4.6,7,-6.2255721,106.8163936,"kompleks kantor pusat djp basement 1, jend. gatot subroto kav 40-42, senayan, kebayoran baru, rt.7/rw.1, senayan, kota jakarta selatan",ChIJdfevp1fxaS4RnmGonsjjpmU,Indomaret,ChIJdfevp1fxaS4RnmGonsjjpmU,Senayan,Kebayoran Baru,Kota Jakarta Selatan
indomaret wolter mongonsidi,4.4,150,-6.2385571,106.817085,"1, jl. kapten tendean no.125, rt.1/rw.2, rw. bar., kota jakarta selatan",ChIJB9ECK93xaS4R_Mj4ihkqHJI,Indomaret,ChIJB9ECK93xaS4R_Mj4ihkqHJI,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.3,115,-6.2249707,106.807775,"plaza bapindo kav 54-55 no 54-56, jl. jenderal sudirman, rt.5/rw.3, senayan, kota jakarta selatan",ChIJo4N061HxaS4RLUD76ouW53E,Indomaret,ChIJo4N061HxaS4RLUD76ouW53E,Senayan,Kebayoran Baru,Kota Jakarta Selatan
indomaret cipaku 1 no. 33,0,0,-6.2393039,106.8121988,"jl. cipaku i no.2, rw.4, petogogan, kota jakarta selatan",ChIJXxPvJBLxaS4RtgUwzQoQGtQ,Indomaret,ChIJXxPvJBLxaS4RtgUwzQoQGtQ,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
alfamart,0,0,-6.266536,106.8103135,"jl. pelita no.99a, rt.8/rw.7, cipete utara, kota jakarta selatan",ChIJI33nWifxaS4RzKQwmLH81wY,Alfamart,ChIJI33nWifxaS4RzKQwmLH81wY,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.2,17,-6.2542811,106.8012815,"jl. darmawangsa vi no.45, rt, rt.5/rw.1, pulo, kota jakarta selatan",ChIJubtXt3bxaS4RG8SDqsnSF-U,Alfamart,ChIJubtXt3bxaS4RG8SDqsnSF-U,Pulo,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.6,5,-6.2600554,106.796534,"jl. fatmawati raya no.kel, rt.4/rw.6, cilandak bar., kota jakarta selatan",ChIJXTKX4rjxaS4RKHvkQIrJHpY,Alfamart,ChIJXTKX4rjxaS4RKHvkQIrJHpY,Cilandak Barat,Kebayoran Baru,Kota Jakarta Selatan
alfamart raya radio dalam,0,0,-6.2623865,106.7887372,"jl. radio dalam raya no.14d, rt.7/rw.10, gandaria utara, kota jakarta selatan",ChIJJ5iWv67xaS4RNxDBDbF5rJs,Alfamart,ChIJJ5iWv67xaS4RNxDBDbF5rJs,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.3,153,-6.2553617,106.790579,"jl. radio dalam raya i no.kel, rt.3/rw.8, gandaria utara, kota jakarta selatan",ChIJJ1zO0dPxaS4RjfHBVEeJ5eE,Alfamart,ChIJJ1zO0dPxaS4RjfHBVEeJ5eE,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.1,68,-6.259331,106.789079,"jl. radio dalam raya kel no.86, rt.5/rw.14, gandaria utara, kota jakarta selatan",ChIJ4x6Kt6DxaS4RTzwpsJlYZ8Q,Alfamart,ChIJ4x6Kt6DxaS4RTzwpsJlYZ8Q,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
alfamart yado 3,4,4,-6.2557314,106.790674,"rt.2/rw.8, gandaria utara, kota jakarta selatan",ChIJqza5lwvxaS4RLUPjdPF0cVI,Alfamart,ChIJqza5lwvxaS4RLUPjdPF0cVI,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.5,24,-6.2595751,106.8022096,"jl. damai v rt. 01 kel, rt.2/rw.8, cipete utara, kota jakarta selatan",ChIJ-zEskJ3xaS4R_EqzP6LK7NA,Alfamart,ChIJ-zEskJ3xaS4R_EqzP6LK7NA,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
alfamart petogogan raya,4.6,96,-6.2548858,106.796434,"jl. petogogan ii no.15a-b, jl. petogogan ii, rt.8/rw.6, pulo, south jakarta city",ChIJs-iJX73xaS4RJlH2mmqlobE,Alfamart,ChIJs-iJX73xaS4RJlH2mmqlobE,Pulo,Kebayoran Baru,Kota Jakarta Selatan
alfamart,3.3,3,-6.2657246,106.7998702,"jl. abdul majid raya kel no.6a, rt.11/rw.2, cipete utara, kota jakarta selatan",ChIJw8JIYpnxaS4Rk_cRQR3bxvY,Alfamart,ChIJw8JIYpnxaS4Rk_cRQR3bxvY,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.5,264,-6.2506507,106.793953,"jl. petogogan i, rt. 003/011 kel, rt.1/rw.1, petogogan, kota jakarta selatan",ChIJT0UQ-xzxaS4Rbkmahws1Wiw,Alfamart,ChIJT0UQ-xzxaS4Rbkmahws1Wiw,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
alfamart,3,8,-6.2483201,106.7900754,"jl. gandaria i no.04, rt. 010 kel, rt.1/rw.8, kramat pela, kota jakarta selatan",ChIJ9cTCcxLxaS4RIQU5nzRwbcU,Alfamart,ChIJ9cTCcxLxaS4RIQU5nzRwbcU,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4,6,-6.2476222,106.7950681,"jl. barito ii no.kel, rt.8/rw.5, kramat pela, kota jakarta selatan",ChIJ6fv_N23xaS4R8O7J0wDiRO4,Alfamart,ChIJ6fv_N23xaS4R8O7J0wDiRO4,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.6,27,-6.2453434,106.8012186,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",ChIJgYNzkW7xaS4RAyBciUPKZRg,Alfamart,ChIJgYNzkW7xaS4RAyBciUPKZRg,Melawai,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.5,13,-6.2468975,106.7898721,"jl. gandaria 1 kel no.41, rt.2/rw.3, kramat pela, kota jakarta selatan",ChIJM-mfsy_xaS4RLeBYt92_-zA,Alfamart,ChIJM-mfsy_xaS4RLeBYt92_-zA,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
alfamart kyai maja,4.5,454,-6.2415428,106.793223,"10, jl. kyai maja no.37, rt.10/rw.7, kramat pela, kota jakarta selatan",ChIJ3XNl2RTxaS4R5Bv0sufWonw,Alfamart,ChIJ3XNl2RTxaS4R5Bv0sufWonw,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
alfamart faletehan,4.3,32,-6.2417419,106.8016892,"jl. falatehan i no.30, rt.2/rw.1, melawai, kota jakarta selatan",ChIJM7mhkrDxaS4RCbsQa_-sjAw,Alfamart,ChIJM7mhkrDxaS4RCbsQa_-sjAw,Melawai,Kebayoran Baru,Kota Jakarta Selatan
alfamart,0,0,-6.2400643,106.8042097,"pt pln (persero) kantor pusat, jl. trunojoyo no.kel, rt.6/rw.2, melawai, south jakarta city",ChIJp0jKnE_xaS4ReNrwgJLzaRU,Alfamart,ChIJp0jKnE_xaS4ReNrwgJLzaRU,Melawai,Kebayoran Baru,Kota Jakarta Selatan
alfamart koppeg pt pln,3.9,12,-6.2407841,106.8035925,"jl. trunojoyo no.135, rt.6/rw.2, melawai, kota jakarta selatan",ChIJgZrvVmjxaS4R-CmjwHJTv-o,Alfamart,ChIJgZrvVmjxaS4R-CmjwHJTv-o,Melawai,Kebayoran Baru,Kota Jakarta Selatan
alfa midi,4.5,174,-6.2468046,106.7948782,"qq3v+7xc, jl. barito ii, rt.8/rw.5, kramat pela, kota jakarta selatan",ChIJAS87L23xaS4RE2RaGQ6kKq4,Alfamart,ChIJAS87L23xaS4RE2RaGQ6kKq4,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.3,4,-6.2426448,106.787694,"jl. gandaria 1 no.339, rt.5/rw.2, kramat pela, kota jakarta selatan",ChIJ2-7GYbvxaS4RR9L87NnK-a0,Alfamart,ChIJ2-7GYbvxaS4RR9L87NnK-a0,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.4,52,-6.2392731,106.8100952,"jl. wolter monginsidi kel no.46, rt.1/rw.6, petogogan, kota jakarta selatan",ChIJ-TaTa2fxaS4R6RNGaVrMT6k,Alfamart,ChIJ-TaTa2fxaS4R6RNGaVrMT6k,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
alfamart,3,2,-6.236459,106.8006485,"jl. iskandarsyah raya kel no.35, rt.2/rw.1, melawai, kota jakarta selatan",ChIJsaRf3yPxaS4R4cFCV3ZPdak,Alfamart,ChIJsaRf3yPxaS4R4cFCV3ZPdak,Melawai,Kebayoran Baru,Kota Jakarta Selatan
alfamart,4.6,22,-6.236351,106.7872294,"jl. ophir kramat 2 pakubuwono, kel, rt.7/rw.1, gunung, kota jakarta selatan",ChIJvR3FTzzxaS4R3I33kymyg0w,Alfamart,ChIJvR3FTzzxaS4R3I33kymyg0w,Gunung,Kebayoran Baru,Kota Jakarta Selatan
alfamart,5,1,-6.2385571,106.8170846,"jl. wolter monginsidi no.125, rt.1/rw.2, rw. bar., kota jakarta selatan",ChIJ7dChQKnxaS4Rc90K7EVLZBA,Alfamart,ChIJ7dChQKnxaS4Rc90K7EVLZBA,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.3,42,-6.2857772,106.7808844,"pq7j+p92, jl. metro pondok indah, rt.3/rw.14, pd. pinang, kota jakarta selatan",ChIJLWcbOM_xaS4RIMEFJuZjRvY,Indomaret,ChIJLWcbOM_xaS4RIMEFJuZjRvY,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 4,4.1,18,-6.2829641,106.7806074,"jl. ciputat raya no.4, rt.9/rw.2, pd. pinang, kota jakarta selatan",ChIJd-fx6q3xaS4RLtxCS_G0RvY,Indomaret,ChIJd-fx6q3xaS4RLtxCS_G0RvY,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret - plaza satu pondok indah,4.2,9,-6.2843295,106.7811145,"jl. taman duta i no.7, rt.4/rw.14, pd. pinang, kota jakarta selatan",ChIJn2i-wMjxaS4RporVNR8Svs0,Indomaret,ChIJn2i-wMjxaS4RporVNR8Svs0,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 5,4,1,-6.2776029,106.7794317,"jl. ciputat raya no.01, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4R4pD7bmqkkgI,Indomaret,ChIJE1VVVbbxaS4R4pD7bmqkkgI,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 4,0,0,-6.2776029,106.7794317,"jl. ciputat raya 24 rt 009 rw 002, pondok pinang, kebayoran lama, rt.11/rw.15, pondok pinang, south jakarta city",ChIJE1VVVbbxaS4R-dLB7PhRuak,Indomaret,ChIJE1VVVbbxaS4R-dLB7PhRuak,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret metro pondok indah,4.3,480,-6.2743949,106.7827922,"blok tc, jl. metro pondok indah no.11, rt.2/rw.15, pd. pinang, kota jakarta selatan",ChIJm56pCbrxaS4RgzDUcFCWSR0,Indomaret,ChIJm56pCbrxaS4RgzDUcFCWSR0,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret tanah kusir 2 dalam tt2d,4.4,269,-6.257153,106.784136,"gg. swadaya iii no.18, rt.10/rw.9, kby. lama sel., kota jakarta selatan",ChIJZbLLdm_xaS4R4cgyDKLeE8k,Indomaret,ChIJZbLLdm_xaS4R4cgyDKLeE8k,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya ta3p,4.3,59,-6.2585712,106.7773998,"jl. ciputat raya no.35, rw.10, kby. lama sel., kota jakarta selatan",ChIJd734LwfxaS4R9GSRMspZ-XE,Indomaret,ChIJd734LwfxaS4R9GSRMspZ-XE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4,3,-6.2511809,106.7781617,"jl. pahlawan no.2, rw.10, kby. lama utara, kota jakarta selatan",ChIJI231igTxaS4RKIR6Aki7DBw,Indomaret,ChIJI231igTxaS4RKIR6Aki7DBw,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4.3,7,-6.2774015,106.7765376,"pertokoan taman hijau baru, jalan bukit hijau 1 no. 14, pondok pinang, kebayoran lama, rt.1/rw.13, pd. pinang, kota jakarta selatan",ChIJkx-NPnL4aS4RDbS5_c6xsp4,Indomaret,ChIJkx-NPnL4aS4RDbS5_c6xsp4,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret sultan iskandar muda,4.2,95,-6.2511828,106.7813003,"jl. sultan iskandar muda no.9, rt.8/rw.1, kby. lama sel., kota jakarta selatan",ChIJ74HObQXxaS4RUip6zNyV5gE,Indomaret,ChIJ74HObQXxaS4RUip6zNyV5gE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 5,4,27,-6.2711724,106.7755201,"indomaret, jl. ciputat raya no.5, rt.1/rw.6, pd. pinang, kota jakarta selatan",ChIJmeRBFrLxaS4RmHuZnxbwxI8,Indomaret,ChIJmeRBFrLxaS4RmHuZnxbwxI8,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4.7,7,-6.2534879,106.7758737,"jl. bintaro raya no.17, rt.013/rw.10, kby. lama sel., kota jakarta selatan",ChIJY1VVVQTxaS4RtmETuVP403E,Indomaret,ChIJY1VVVQTxaS4RtmETuVP403E,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret praja dalam k,4.1,17,-6.2505751,106.7834542,"jl. praja dalam k no.18, rt.9/rw.5, kby. lama sel., kota jakarta selatan",ChIJOwAAAAfxaS4RKTnNaZ1qgc4,Indomaret,ChIJOwAAAAfxaS4RKTnNaZ1qgc4,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret pupan ciputat,5,11,-6.2831678,106.7717267,"jl. pupan no: 01 rt 07 / rw 08, pondok pinang, kebayoran lama, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4RJVUwg--0dq4,Indomaret,ChIJE1VVVbbxaS4RJVUwg--0dq4,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret spbu ciputat. t04d,4.9,7,-6.2479081,106.7781297,"jl. ciputat raya no.12, rt.8/rw.8, kby. lama utara, kota jakarta selatan",ChIJh3nZSBvxaS4RZ-S7enqBkV0,Indomaret,ChIJh3nZSBvxaS4RZ-S7enqBkV0,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret delman utama. {f763},4,123,-6.2479763,106.7728671,"jl. delman utama, rt.2/rw.11, kby. lama utara, kota jakarta selatan",ChIJR9-Fph3xaS4R5_wCOsFGSn0,Indomaret,ChIJR9-Fph3xaS4R5_wCOsFGSn0,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret bungur raya 2,4.8,77,-6.2476761,106.7817145,"jl. duku raya no.79-81, rt.14/rw.6, kby. lama utara, kota jakarta selatan",ChIJhV_DfRrxaS4Ry97kNCuA-dY,Indomaret,ChIJhV_DfRrxaS4Ry97kNCuA-dY,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 2a-b,4.9,26,-6.2512092,106.7780693,"pqxh+g69, jl. ciputat raya, rt.9/rw.8, kby. lama utara, kota jakarta selatan",ChIJM0m-HlLxaS4R1ijwvB3yJVg,Indomaret,ChIJM0m-HlLxaS4R1ijwvB3yJVg,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret pondok pinang,4.4,131,-6.277701,106.7728599,"jl. ciputat raya no.9, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJFzBJ_bTxaS4R8JON9mw_ULs,Indomaret,ChIJFzBJ_bTxaS4R8JON9mw_ULs,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4,1,-6.2444003,106.7725752,"jl. peninggaran raya no.9, rw.11, kby. lama utara, kota jakarta selatan",ChIJSY442R3xaS4RiKFQ5S2VbxE,Indomaret,ChIJSY442R3xaS4RiKFQ5S2VbxE,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret gandaria city,4.4,91,-6.2458967,106.78401,"jl. kh. moh. syafi'i hadzami no.45, rt.9/rw.6, kby. lama utara, kota jakarta selatan",ChIJM5u87BDxaS4Rgyv0HFQy6ZY,Indomaret,ChIJM5u87BDxaS4Rgyv0HFQy6ZY,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 1 {ttdq},4.6,7,-6.2695822,106.7748789,"jl. ciputat raya no.1 3 11, rt.3/rw.11, pd. pinang, kota jakarta selatan",ChIJY-C-8sPxaS4RnTlXQJ-0AgA,Indomaret,ChIJY-C-8sPxaS4RnTlXQJ-0AgA,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
